"1301600","魔力","Poder Mágico","Puissance magique","Magiestärke","Potenza magica","Poder mágico","魔力","魔力","마력"
"1301700","兄弟の店","Arma dos Dois Irmãos","Armurerie des frères","Zwei-Brüder-Waffen","Armeria dei due fratelli","Armería de los hermanos","兄弟的店","兄弟的店","형제의 가게"
"1301800","購入する","Comprar","Acheter","Kaufen","Acquista","Comprar","购买","購買","구입"
"1301900","売却する","Vender","Vendre","Verkaufen","Vendi","Vender","出售","出售","판매"
"1302000","購入するアイテムを選択してください","Selecione um item para comprar.","Sélectionnez un objet à acheter.","Wähle einen Gegenstand zum Kaufen aus.","Seleziona un oggetto da acquistare.","Selecciona el objeto que quieras comprar.","请选择要购买的道具。","請選擇要購買的道具","구입할 아이템을 선택합시오."
"1302100","売却するアイテムを選択してください","Selecione um item para vender.","Sélectionnez un objet à vendre.","Wähle einen Gegenstand zum Verkaufen aus.","Seleziona un oggetto da vendere.","Selecciona el objeto que quieras vender.","请选择要出售的道具。","請選擇要出售的道具","판매할 아이템을 선택합시오."
"1400000","やめる","Cancelar","Annuler","Abbrechen","Annulla","Cancelar","放弃","離開","그만두기"
"1400100","移動先を選んでください","Escolha um destino:","Choisir destination :","Wähle ein Ziel aus:","Scegli una destinazione:","Elige un destino:","请选择目的地","請選擇要前往的目的地","이동할 곳을 고르십시오."
"1401000","地上","Superfície","Surface","Oberfläche","Superficie","Superficie","地上","地面","지상"
"1401100","１階","1F","Rez-de-chaussée","E","P1","Primer piso","1楼","１樓","1층"
"1401200","２階","2F","1er étage","O1","P2","Segundo piso","2楼","２樓","2층"
"1402100","Ｂ１階","B1","1er sous-sol","U1","S1","Sótano 1","B1楼","Ｂ１樓","B1층"
"1402200","Ｂ２階","B2","2e sous-sol","U2","S2","Sótano 2","B2楼","Ｂ２樓","B2층"
"1402300","Ｂ３階","B3","3e sous-sol","U3","S3","Sótano 3","B3楼","Ｂ３樓","B3층"
"1403000","<NIER>の村","Vila de <NIER>","Village de <NIER>","Dorf von <NIER>","Villaggio di <NIER>","Aldea de <NIER>","<NIER>的村子","<NIER>的村子","<NIER>의 마을"
"1403100","海岸の街","Beira-Mar","Littoral","Meeresfront","Frontemare","Ciudad Costera","海岸镇","海岸鎮","해안 도시"
"1403200","ロボット山","Lixão","Montagne des robots","Schrotthaufen","Cumulo di ciarpame","Chatarrería","机械山","廢鐵山","로봇산"
"1403300","崖の村","Aerie","L'Aire","Adlerhorst","Nido","Nido del Águila","崖之村","崖之村","절벽 마을"
"1403400","神話の森","Floresta dos Mitos","Forêt des légendes","Märchenwald","Foresta dei miti","Bosque de las Leyendas","神话之森","神話森林","신화의 숲"
"1403500","仮面の街","Facade","Façade","Fassade","Facciata","Fachada","面具国","面具城","가면 도시"
"1403600","砂漠","Deserto","Désert","Wüste","Deserto","Desierto","沙漠","沙漠","사막"
"1403700","北平原","Planícies do Norte","Plaine septentrionale","Nordfelder","Pianura settentrionale","Llanuras del norte","北部平原","北方平原","북쪽 평원"
"1403800","石の神殿への裏道","Caminho Traseiro do Santuário Perdido","Temple oublié : voie arr.","Versch. Schrein: hinten","Santuario perduto: retro","Santuario Perdido: Camino tra.","通往石之神殿的小路","前往石之神殿的捷徑","돌의 신전으로 가는 뒷길"
"1404000","入口前","Entrada","Entrée","Eingang","Entrata","Entrada","入口前","入口前","입구 앞"
"1404100","武器屋前","Loja de Armas","Armurerie","Waffenladen","Negozio di armi","Tienda de armas","武器店前","武器店前","무기상 앞"
"1404200","食料屋前","Mercearia","Épicerie","Lebensmittelladen","Negozio di alimentari","Tienda de alimentación","食品店前","食材店前","식료품점 앞"
"1404300","王の館前","Mansão do Rei","Palais royal","Anwesen d. Königs","Residenza del re","Mansión del rey","国王宅邸前","國王公館前","왕궁 앞"
"1404400","素材屋前","Loja de Material","Magasin de matériaux","Materialienladen","Negozio di materiali","Tienda de materiales","材料店前","材料店前","재료상 앞"
"1404500","変なモノ屋前","Loja de Coisas Estranhas","Magasin de curiosités","Seltsame-Dinge-Laden","Emporio di amenità","Tienda de objetos raros","奇异商店前","怪異商店前","괴짜 상점 앞"
"1405000","砂漠入口","Entrada do Deserto","Entrée du désert","Wüsteneingang","Entrata del deserto","Entrada al desierto","沙漠入口","沙漠入口","사막 입구"
"1405100","仮面の墓地","Cemitério de Facade","Cimetière de Façade","Friedhof von Fassade","Cimitero di Facciata","Cementerio de Fachada","面具族墓地","面具墓地","가면 묘지"
"1405200","仮面の街","Facade","Façade","Fassade","Facciata","Fachada","面具国","面具城","가면 도시"
"1405300","砂の神殿","Templo Árido","Temple stérile","Ödtempel","Tempio arido","Templo Árido","沙之神殿","沙之神殿","모래 신전"
"1500000","難易度","Dificuldade","Difficulté","Schwierigkeitsgrad","Difficoltà","Dificultad","难度","難度","난이도"
"1500100","スキン変更","Seleção de Roupa","Choix de la tenue","Outfit-Auswahl","Selezione abbigliamento","Selección de vestimenta","服装","服裝","코스튬"
"1500200","インストール","Instalar","Installer","Installieren","Installa","Instalar","安装","安裝","설치"
"1500300","インストール中です…","Instalando dados do jogo...","Installation des données de jeu...","Spieldaten werden installiert ...","Installazione dati di gioco...","Instalando datos del juego...","正在安装……","正在安裝…","설치 중입니다…"
"1500400","Press START button","Pressione o botão START","Appuyer sur START","Drücke die START-Taste","Premi START","Pulsa el botón START","Press START button","Press START button","Press START button"
"1510000","EASY","Fácil","Facile","Einfach","Facile","Fácil","EASY","EASY","EASY"
"1510100","NORMAL","Normal","Normal","Normal","Normale","Normal","NORMAL","NORMAL","NORMAL"
"1510200","HARD","Difícil","Difficile","Schwer","Difficile","Difícil","HARD","HARD","HARD"
"1520000","通常","Padrão","Standard","Standard","Standard","Estándar","普通","普通","노멀"
"1520100","傾奇者","Kabuki","Kabuki","Kabuki","Kabuki","Kabuki","倾奇者","傾奇者","가부키"
"1520200","鎧武者","Samurai","Samouraï","Samurai","Samurai","Samurái","铠武者","鎧武者","갑옷 무사"
"1520300","コスチューム 04","Roupa 04","Vêtements nº 4","Kleidung 04","","","","",""
"1520400","コスチューム 05","Roupa 05","Vêtements nº 5","Kleidung 05","","","","",""
"1600000","回復アイテム","Itens de Recuperação","Objets de soin","Heilungsgegenstände","Oggetti di recupero","Objetos de recuperación","恢复道具","回復道具","회복 아이템"
"1600100","片手剣","Espada de Uma Mão","Épée à une main","Einhandschwert","Spada a una mano","Espada a una mano","单手剑","單手劍","한손검"
"1600200","両手剣","Espada de Duas Mãos","Épée à deux mains","Zweihandschwert","Spada a due mani","Espada a dos manos","双手剑","雙手劍","양손검"
"1600300","槍","Lança","Lance","Speer","Lancia","Lanza","枪","長槍","창"
"1600400","攻撃力","Poder de Ataque","Puissance d'attaque","Angriffsstärke","Potenza d'attacco","Poder de ataque","攻击力","攻擊力","공격력"
"1600500","×"," "," "," ","","","""×","×","×"
"1600600","→","→","→","→","→","→","→","→","→"
"1600700","魔力","Poder Mágico","Puissance magique","Magiestärke","Potenza magica","Poder mágico","魔力","魔力","마력"
"1600800","重量","Peso","Poids","Gewicht","Peso","Peso","重量","重量","무게"
"1600900","所持数","Inventário","Inventaire","Gepäck","Inventario","Inventario","持有数量","持有數量","소지 수"
"1601000","％","%"," %"," %","%"," %","%","％","%"
"1601100","Lv.","Lv.","Niv.","St.","Liv.","Nv.","Lv.","Lv.","Lv."
"1601200","使用可能なアイテムがありません","Você não possui nenhum item utilizável.","Aucun objet utilisable.","Du hast keine benutzbaren Gegenstände.","Non possiedi oggetti utilizzabili.","No tienes objetos que puedas utilizar.","没有可用的道具","沒有可使用的道具","사용 가능한 아이템이 없습니다."
"1700000","『跳ね飛ぶ兎』<LF>","""Coelho Saltitante""<LF>","""Lièvre sautillant""<LF>","""Hüpfendes Kaninchen""<LF>","""Balzo del coniglio""<LF>","""Conejo brincador""<LF>","“跳跳兔”<LF>","『跳躍之兔』<LF>","『뛰어오르는 토끼』<LF>"
"1700100","『走り抜ける狼』<LF>","""Lobo Corredor""<LF>","""Loup rapide""<LF>","""Rasender Wolf""<LF>","""Corsa del lupo""<LF>","""Lobo corredor""<LF>","“神行狼”<LF>","『奔馳之狼』<LF>","『달려나가는 늑대』<LF>"
"1700200","『回避せし鼠』<LF>","""Rato Esquivo""<LF>","""Souris fuyante""<LF>","""Flüchtende Maus""<LF>","""Topo evasivo""<LF>","""Ratón escurridizo""<LF>","“滑头鼠”<LF>","『閃避之鼠』<LF>","『회피하는 쥐』<LF>"
"1700300","『強固なる守りの亀』<LF>","""Tartaruga Protegida""<LF>","""Tortue cuirassée""<LF>","""Geschützte Schildkröte""<LF>","""Protezione della tartaruga""<LF>","""Tortuga guarecida""<LF>","“金刚龟”<LF>","『堅守之龜』<LF>","『수비가 공고한 거북이』<LF>"
"1700400","『刃を振るう虎』<LF>","""Tigre Portador de Lâmina""<LF>","""Tigre épéiste""<LF>","""Klingenbewehrter Tiger""<LF>","""Lama della tigre""<LF>","""Tigre con garras""<LF>","“挥刃虎”<LF>","『揮刃之虎』<LF>","『칼을 휘두르는 호랑이』<LF>"
"1700500","『魔を放ちし蝙蝠』<LF>","""Morcego Disparador de Magia""<LF>","""Chauve-souris sorcière""<LF>","""Magie spuckende Fledermaus""<LF>","""Pipistrello stregato""<LF>","""Murciélago lanzador de magia""<LF>","“施魔蝙蝠”<LF>","『放魔之蝠』<LF>","『마를 발산하는 박쥐』<LF>"
"1700600","『立ち止まりし梟』<LF>","""Coruja Estacionária""<LF>","""Hibou immobile""<LF>","""Unbewegliche Eule""<LF>","""Gufo immobile""<LF>","""Búho estático""<LF>","“屹立枭”<LF>","『佇立之梟』<LF>","『멈춰 선 올빼미』<LF>"
"1700700","『時を忘れし猿』<LF>","""Macaco Esquecedor do Tempo""<LF>","""Singe intemporel""<LF>","""Zeit vergessender Affe""<LF>","""Scimmia atemporale""<LF>","""Mono desmemoriado""<LF>","“忘时猿”<LF>","『忘時之猿』<LF>","『때를 잊은 원숭이』<LF>"
"1701000"," "," "," "," "," "," "," "," "," "
"1800000","ニーア","Nier","Nier","Nier","Nier","Nier","尼尔","尼爾","니어"
"1800100","プレイヤーの名前を入力してください","Por favor, digite seu nome.","Veuillez saisir votre nom.","Bitte gib deinen Namen ein.","Inserisci il tuo nome.","Escribe tu nombre.","请输入玩家的名字","請輸入玩家的名字","플레이어의 이름을 입력해 주십시오."
"1800200","ヨナの好きな人の名前は","Qual é o nome da pessoa que eu realmente gosto?","Quel est le nom de la personne que j'aime ?","Wie lautet der Name der Person, die ich wirklich mag?","Qual è il nome della persona che mi piace?","¿Cómo se llama mi persona favorita?","悠娜喜欢的人叫什么名字？","悠娜喜歡的人叫？","요나가 좋아하는 사람의 이름은?"
"1800300","ヨナのすきなたべものは？","Qual é a minha comida favorita?","Quel est mon plat préféré ?","Welches ist mein Lieblingsessen?","Qual è il mio cibo preferito?","¿Cuál es mi comida favorita?","悠娜喜欢的食物是什么？","悠娜喜歡的食物是？","요나가 좋아하는 음식은?"
"1800400","ヨナのすきな本の題名は？","Qual é o meu livro favorito?","Quel est mon livre préféré ?","Welches ist mein Lieblingsbuch?","Qual è il mio libro preferito?","¿Cuál es mi libro favorito?","悠娜喜欢的书名叫什么？","悠娜喜歡的書書名叫？","요나가 좋아하는 책 제목은?"
"1800500","ヨナのすきな場所は？","Qual é o meu lugar favorito?","Quel est mon endroit préféré ?","Welches ist mein Lieblingsort?","Qual è il mio posto preferito?","¿Cuál es mi lugar favorito?","悠娜喜欢的地方是哪里？","悠娜喜歡的地方是？","요나가 좋아하는 장소는?"
"1800600","ヨナのすきなおはなの名前は？","Qual é a minha flor favorita?","Quelle est ma fleur préférée ?","Welche ist meine Lieblingsblume?","Qual è il mio fiore preferito?","¿Cuál es mi flor favorita?","悠娜喜欢的花叫什么名字？","悠娜喜歡的花叫？","요나가 좋아하는 꽃 이름은?"
"1800700","ヨナがいちばんすきなひとは、だーれだ？","Quem eu amo mais do que qualquer outra pessoa?","Qui est la personne que j'aime plus que tout au monde ?","Wen liebe ich mehr als alle anderen?","A chi voglio bene più di tutti?","¿A quién quiero más que a nadie?","悠娜最喜欢的人是谁？","悠娜最愛的人是～誰呢？","요나가 가장 좋아하는 사람은 누구~게?"
"1830000","えーと、今日はどんな仕事が来てたかな……","Hmm... O que temos hoje...","Voyons quelle mission te confier aujourd'hui...","Mal sehen, welche Aufgaben ich heute für dich habe ...","Vediamo che lavoro posso proporti oggi...","Vamos a ver qué trabajo tengo hoy para ti...","那么，今天会有什么工作呢……","我看看，今天有什麼工作呢……","어디 보자, 오늘은 무슨 일이 와 있더라……"
"1830100","どの仕事を紹介しようか？","Qual trabalho devo te dar primeiro?","Quelle mission devrais-je te confier en premier ?","Welche Aufgabe soll ich dir zuerst geben?","Che lavoro preferiresti?","¿Qué trabajo te encargo primero?","要介绍什么工作呢？","要介紹什麼工作好呢？","어떤 일을 소개할까?"
"1830200","うーん、今は仕事の依頼は来ていないようだな。<LF>また時間がある時にでも寄ってくれよ。","Não parece que tenho nenhum trabalho para você agora. Volte quando estiver livre, está bem?","Je n'ai pas de mission à te confier pour l'instant. Reviens me voir quand tu auras le temps, d'accord ?","Es sieht ganz so aus, als ob ich im Moment keine Aufgaben für dich hätte.<LF>Komm später wieder, wenn du Zeit hast, in Ordnung?","In questo momento non ci sono lavori per te. Torna più tardi!","Pues parece que ahora no tengo trabajo para ti. Vuelve a pasarte por aquí cuando estés libre, ¿vale?","唔——看来现在还没有工作的委托。<LF>有空的时候要再来哦。","嗯──現在好像沒有工作委託。<LF>有空的時候再過來看看吧。","으음, 오늘은 일 의뢰가 없는 것 같네.<LF>또 시간 있을 때 들러 줘."
"1830300","また時間がある時にでも寄ってくれよ。","Volte sempre que tiver um minuto livre.","Reviens me voir quand tu auras le temps, d'accord ?","Komm später wieder, wenn du Zeit hast, in Ordnung?","Torna a trovarmi quando vuoi, d'accordo?","Pásate por aquí cuando tengas un rato, ¿vale?","有空的时候要再来哦。","有空的時候再過來看看吧。","또 시간 있을 때 들러 줘."
"1830400","依頼人の場所は地図に書き込んでおいたから、<LF>詳しくは本人に聞いてくれ。","Eu anotei a localização do cliente no seu mapa, então vá até lá para obter os detalhes.","J'ai indiqué l'emplacement du client sur ta carte. Va là-bas pour en savoir plus.","Ich habe die Adresse des Auftraggebers in deiner Karte eingezeichnet. Dort erfährst du dann mehr.","Ho segnato sulla mappa la posizione del committente, lì scoprirai tutti i dettagli.","Te he marcado la ubicación del cliente en el mapa, así que ve hacia allí para que te informe de los detalles.","委托人的位置我已经标在地图上了，<LF>详细情况，你去问委托人吧。","我有把委託人的位置畫在地圖上了，<LF>詳情去問本人吧。","의뢰인이 있는 장소는 지도에 표시해 뒀으니까<LF>상세한 것은 본인에게 들어."
"1830500","なんだ、地図を持っていないのか。<LF>まあ、詳しくは本人に聞いてくれ。","Espere, você não tem um mapa? Ah, tudo bem. Basta pedir ao cliente os detalhes.","Quoi ? Tu n'as pas de carte ? D'accord. Va te renseigner auprès du client.","Warte, du hast keine Karte? Na ja. Frag einfach den Auftraggeber nach den Details.","Aspetta, non hai una mappa? Ah, va bene. Chiedi i dettagli al committente.","Espera, ¿no tienes un mapa? Ah, vaya. Bueno, solo tienes que preguntarle al cliente por los detalles.","原来你没地图啊？<LF>算了，详细情况，你去问委托人吧。","怎麼了，你沒有地圖嗎？<LF>總之，詳情去問本人吧。","뭐야, 지도를 안 갖고 있잖아?<LF>뭐, 상세한 것은 본인에게 들어."
"1830600","なんだ、別の仕事を紹介してほしいのか？","Ah, você quer um trabalho diferente?","Oh, tu veux une autre mission ?","Ach, du möchtest eine andere Aufgabe?","Oh, vuoi un altro lavoro?","Ah, ¿quieres otro trabajo diferente?","原来你想要我介绍别的工作啊？","怎麼了，希望我介紹別的工作嗎？","뭐야, 다른 일을 소개받고 싶어?"
"1830700","そういえばポポルが『疲れが抜けない』って言っていたな。<LF>ちょっと様子を見てきてもらえないか？","Acho que a Popola ainda está sofrendo com aquele estúpido resfriado. <LF>Você pode verificar como ela está para mim?","Je crois que Popola est encore enrhumée.<LF>Tu peux aller voir comment elle va ?","Ich glaube, Popola leidet immer noch an dieser dummen Erkältung.<LF>Kannst du für mich mal nach ihr sehen?","Penso che Popola non sia ancora guarita da quel brutto raffreddore.<LF>Puoi passare a trovarla?","Creo que Popola aún sigue con ese resfriado puñetero. <LF>¿Puedes ir de mi parte a ver cómo está?","说起来，波波拉好像说过“一直无法消除疲劳。”<LF>你能帮忙看看情况吗？","對了，波波菈有說她『無法消除疲勞』。<LF>你可以幫我去看看她嗎？","그러고 보니 포폴이 피로가 가시지 않는다고 했어.<LF>상태를 좀 보고 와 주지 않겠어?"
