"76","赤いカバンの女","Red-Bag Woman","Femme au sac","Frau mit Tasche","Proprietaria della borsa","Repartidora","带着皮包的女子","包包女子","가방 여자"
"77","ルイーゼ","Louise","Louise","Louise","Louise","Louise","露易丝","露易絲","루이제"
"78","少女","Girl","Fille","Mädchen","Ragazza","Chica","少女","少女","소녀"
"79","少年","Boy","Garçon","Junge","Ragazzo","Chico","少年","少年","소년"
"80","双子","Twins","Jumeaux","Zwillinge","Gemelli","Gemelas","双胞胎","雙胞胎","쌍둥이"
"81","赤いカバンの夫婦","Red-Bag Couple","Couple au sac","Paar mit Tasche","Proprietari delle borse","Pareja de repartidores","带着红色皮包的夫妻","揹紅色包包的夫妻","빨간 가방을 멘 부부"
"108","村人","Villager","Villageoise","Dorfbewohnerin","Abitante del villaggio","Aldeana","村民","村民","마을 사람"
"110","道具屋","Item Shopkeeper","Apothicaire","Warenverkäufer","Negoziante di oggetti","Comerciante de objetos","工具店老板","道具店商人","도구상"
"111","素材屋","Material Shopkeeper","Marchande de matériaux","Materialverkäufer(in)","Negoziante di materiali","Comerciante de materiales","材料店老板","材料店商人","재료상"
"112","花屋","Florist","Fleuriste","Blumenhändlerin","Fiorista","Florista","花店老板","花店商人","꽃 상인"
"113","食品屋","Grocer","Épicière","Lebensmittelhändlerin","Negoziante di alimentari","Vendedora de alimentos","食品店老板","食材商人","식료품 상인"
"114","武器屋","Blacksmith","Forgeronne","Schmied","Fabbro","Herrero","武器店老板","武器店商人","무기상"
"115","釣具屋","Tackle Shopkeeper","Marchande d'appâts","Ausrüstungsverkäufer","Negoziante di pesca","Comerciante de aparejos","渔具店老板","釣具商人","낚시 도구 상인"
"116","酒屋","Tavern Keeper","Tavernière","Tavernenbesitzerin","Taverniera","Tabernera","酒馆老板","酒鋪商人","술집 주인"
"118","村人","Villager","Villageoise","Dorfbewohner","Abitante del villaggio","Aldeano","村民","村民","마을 사람"
"119","街の人","Resident","Habitante","Bewohnerin","Abitante","Habitante","镇上居民","城鎮居民","도시 사람"
"120","魚屋","Fishmonger","Poissonnière","Fischhändlerin","Pescivendola","Pescadera","鱼店老板","魚店商人","생선 상인"
"127","村長","Mayor","Maire","Bürgermeister","Sindaco","Alcalde","村长","村長","촌장"
"129","マモノ","Shade","Ombre","Schatten","Ombra","Sombra","魔物","魔物","마물"
"132","マモノ","Shade","Ombre","Schatten","Ombra","Sombra","魔物","魔物","마물"
"146","仮面の人","Masked Person","Personne masquée","Maskierte Person","Persona mascherata","Persona enmascarada","面具族人","面具族","가면족"
"147","仮面の兵士","Masked Soldier","Guerrière du masque","Maskierter Soldat","Soldato mascherato","Soldado enmascarado","面具国士兵","面具士兵","가면의 병사"
"149","仮面の食料屋","Grocer","Épicière","Lebensmittelhändler","Negoziante di alimentari","Vendedor de alimentos","面具国食品店老板","面具食料商人","가면의 식료품상"
"150","仮面の素材屋","Material Shopkeeper","Marchande de matériaux","Materialverkäufer(in)","Negoziante di materiali","Comerciante de materiales","面具国材料店老板","面具材料商人","가면의 재료상"
"151","仮面の武器屋","Blacksmith","Forgeronne","Schmied","Fabbro","Herrero","面具国武器店老板","面具武器商人","가면의 무기상"
"152","仮面の道具屋","Item Shopkeeper","Apothicaire","Warenverkäufer","Negoziante di oggetti","Comerciante de objetos","面具国工具店老板","面具道具商人","가면의 도구상"
"171","子供","Child","Enfant","Kind","Bambino","Niño","孩子","小孩","아이"
"172","仮面の子供","Masked Child","Enfant masqué","Maskiertes Kind","Bambino mascherato","Niño enmascarado","面具国的孩子","面具族小孩","가면의 아이"
"-1","","","","","","","","",""
""
